trr_id,weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_catdridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position
3318,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3330,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3361,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3363,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3364,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3367,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3374,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3375,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3381,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3396,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3399,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3400,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3401,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",8000D,3.5, 9 MM,5.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,A VEHICLE,OVER 15FT,OBJECT,STANDING
3402,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4.5, 9 MM,7.0,No,0.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,DNA,Yes,PARKED CAR,OVER 15FT,OBJECT,STANDING
3405,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3411,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3417,OTHER (SPECIFY),,TASER--US--(FIRES ELECTRICALLY CHARGED DARTS.),,,,2.0,No,0.0,OTHER (SPECIFY),CROSS DRAW,DNA,No,DNA,0-5FT,PERSON,STANDING
3441,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3442,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3454,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3457,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3460,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3467,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3468,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3483,OTHER (SPECIFY),,TASER--US--(FIRES ELECTRICALLY CHARGED DARTS.),,,,,,,,,,,,,,
3493,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3501,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3505,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3506,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3509,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3516,OTHER (SPECIFY),OPEN HAND STRIKE,,,,,,,,,,,,,,,
3518,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",4583,4,45 CAL,12.0,Yes,16.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,MAGAZINE,Yes,AUTO DOOR,OVER 15FT,PERSON,OTHER (SPECIFY)
3527,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3531,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3539,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3545,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3550,SEMI-AUTO PISTOL,,"STURM, RUGER & CO. (BEARCAT,BLACKHAWK,SPEED SIX)",P89M,40, 9 MM,10.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,GARBAGE CAN,05-10FT,OBJECT,STANDING
3552,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3554,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3555,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3568,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3570,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3576,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3578,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3580,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3586,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3595,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3600,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,40, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,STANDING
3621,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3627,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3639,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3644,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3645,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3659,OTHER (SPECIFY),TASER - STUN ONLY,,,,,,,,,,,,,,,
3664,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3682,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3691,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3701,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3703,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3704,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3705,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3709,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3715,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3718,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3726,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,45, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,UNKNOWN,STANDING
3726,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3730,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,UNKNOWN,STANDING
3730,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3731,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,UNKNOWN,STANDING
3731,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3735,OTHER (SPECIFY),,TASER--US--(FIRES ELECTRICALLY CHARGED DARTS.),,,,1.0,No,0.0,LEFT SIDE (WAIST),CROSS DRAW,,No,,0-5FT,PERSON,STANDING
3736,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3743,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3756,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3759,SEMI-AUTO PISTOL,,"STURM, RUGER & CO. (BEARCAT,BLACKHAWK,SPEED SIX)",P89,4 INCHES, 9 MM,4.0,No,,OTHER (SPECIFY),OTHER (SPECIFY),,No,NONE,OVER 15FT,PERSON,STANDING
3767,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3774,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3777,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3787,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3790,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3797,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3799,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3801,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3812,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3834,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3835,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3836,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3839,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3845,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,50, 9 MM,1.0,No,0.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,DNA,Yes,CAR,OVER 15FT,PERSON,STANDING
3852,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3865,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3866,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3870,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3874,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3875,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3876,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3883,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3905,OTHER (SPECIFY),BRICK,,,,,,,,,,,,,,,
3906,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3908,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3918,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3930,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3931,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3934,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3941,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3945,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3949,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3963,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3968,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3975,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
3976,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3980,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3981,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3982,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3995,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
3997,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4031,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4036,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4039,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4047,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4059,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4073,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4087,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4110,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943TSW,4, 9 MM,5.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,VEHICLE,10-15FT,PERSON,STANDING
4123,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4125,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4135,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4136,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4140,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4148,OTHER (SPECIFY),ASP BATON,,,,,,,,,,,,,,,
4149,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4151,SEMI-AUTO PISTOL,,"STURM, RUGER & CO. (BEARCAT,BLACKHAWK,SPEED SIX)",P89MDAO,"3.9""", 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,DOVE TO GROUND,OVER 15FT,UNKNOWN,STANDING
4153,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4154,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4170,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4193,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4195,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4206,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4207,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4208,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4209,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4218,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4228,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4241,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4242,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4245,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4259,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4281,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4282,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4296,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4305,OTHER (SPECIFY),,TASER--US--(FIRES ELECTRICALLY CHARGED DARTS.),X26,,,0.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,,,0-5FT,PERSON,OTHER (SPECIFY)
4313,REVOLVER,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",642-2,2INCH, 38 CAL,1.0,No,,OTHER (SPECIFY),OTHER (SPECIFY),,Yes,NONE,05-10FT,UNKNOWN,STANDING
4318,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4319,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4325,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4327,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4328,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4335,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4338,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4.5 INCH, 9 MM,2.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,No,NONE,10-15FT,PERSON,OTHER (SPECIFY)
4360,OTHER (SPECIFY),TASER STUN,,,,,2.0,,,,,,,,,,
4366,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4368,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4370,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P228,3.5, 9 MM,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
4395,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4400,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4403,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4405,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4417,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4434,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4438,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4449,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4457,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4465,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4479,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4483,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4486,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4488,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4496,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4506,OTHER (SPECIFY),TASER CONTACT STRIKE,,,,,,,,,,,,,,,
4507,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4520,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4522,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4527,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4, 9 MM,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NO,OVER 15FT,UNKNOWN,STANDING
4531,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4532,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4538,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4547,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4549,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4567,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4568,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4572,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",4586,430, 45 ACP,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,TREE,OVER 15FT,UNKNOWN,STANDING
4576,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4586,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4589,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4591,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4592,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4593,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4612,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4613,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4616,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4628,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4630,OTHER (SPECIFY),,TASER--US--(FIRES ELECTRICALLY CHARGED DARTS.),X26,,,2.0,No,,,,,,,0-5FT,PERSON,STANDING
4632,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4647,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4672,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4684,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4692,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4704,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P228,40, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
4711,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4727,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4743,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4757,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4758,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4765,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",92D,5, 9 MM,3.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,No,NONE,0-5FT,PERSON,STANDING
4769,REVOLVER,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",66,"4""",357 MAG,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,PERSON,STANDING
4772,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4773,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4778,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4784,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4786,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4791,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4792,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4798,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4807,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4809,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4827,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4830,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",6946,3.5, 9 MM,1.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,No,NO,10-15FT,PERSON,STANDING
4838,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4839,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4852,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4858,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4863,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4864,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4868,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4869,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4874,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4879,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4899,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4901,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4905,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4909,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4915,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,4, 9 MM,11.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,VEHICLE DOOR AND TRUNK,05-10FT,OBJECT,STANDING
4917,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,4, 9 MM,9.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,VEHICLE DOOR & TRUNK,05-10FT,OBJECT,STANDING
4922,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4.5, 9 MM,6.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,OBJECT,STANDING
4934,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4946,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4952,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
4957,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4958,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4965,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4979,OTHER (SPECIFY),AUTO,,,,,,,,,,,,,,,
4983,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4992,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943TSW,4, 9 MM,4.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE ,0-5FT,PERSON,STANDING
4993,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
4994,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",645,5, 45 ACP,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,0-5FT,PERSON,STANDING
4995,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,40, 9 MM,1.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,UNKNOWN,STANDING
5007,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5009,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5013,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5030,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5040,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5042,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5044,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5053,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5055,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5059,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5060,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5071,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5073,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5079,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5081,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5090,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5091,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5092,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5111,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5112,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5115,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5134,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5136,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5143,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5144,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5145,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5146,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5153,OTHER (SPECIFY),TASER BODY CONTACT,,,,,,,,,,,,,,,
5154,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5156,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5160,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5164,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5165,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P2269,4.5, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
5167,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5171,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5182,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5183,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5187,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5202,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5203,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5208,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5209,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5230,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5251,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5252,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5270,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5290,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5294,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5308,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5310,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5311,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4.5, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
5312,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P220,4.5, 45 ACP,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
5315,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P220,4.5, 45 ACP,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
5316,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,40, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
5318,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5319,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
5329,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5331,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
5337,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
