trr_id,weapon_type,firearm_caliber,weapon_description
1327,HANDS/FISTS,,
1327,"MOUTH (SPIT,BITE,ETC)",,
1328,HANDS/FISTS,,
1328,"MOUTH (SPIT,BITE,ETC)",,
1329,"MOUTH (SPIT,BITE,ETC)",,
1330,"MOUTH (SPIT,BITE,ETC)",,
1330,OTHER (SPECIFY),,ATTEMPT TO KNEE STRIKE
1333,KNIFE/OTHER CUTTING INSTRUMENT,,
1335,KNIFE/OTHER CUTTING INSTRUMENT,,SCISSORS
1336,KNIFE/OTHER CUTTING INSTRUMENT,,
1337,KNIFE/OTHER CUTTING INSTRUMENT,,
1338,KNIFE/OTHER CUTTING INSTRUMENT,,
1339,KNIFE/OTHER CUTTING INSTRUMENT,,
1340,HANDS/FISTS,,
1341,KNIFE/OTHER CUTTING INSTRUMENT,,
1342,KNIFE/OTHER CUTTING INSTRUMENT,,
1343,KNIFE/OTHER CUTTING INSTRUMENT,,
1344,KNIFE/OTHER CUTTING INSTRUMENT,,
1345,VERBAL THREAT (ASSAULT),,
1348,OTHER (SPECIFY),,PUSHED A/O TO THE GROUND
1356,VERBAL THREAT (ASSAULT),,
1357,VERBAL THREAT (ASSAULT),,
1358,HANDS/FISTS,,
1358,VERBAL THREAT (ASSAULT),,
1359,VERBAL THREAT (ASSAULT),,
1360,FEET,,
1360,VERBAL THREAT (ASSAULT),,
1361,HANDS/FISTS,,
1363,FIREARM - SEMI-AUTOMATIC, 9 MM,
1364,FIREARM - SEMI-AUTOMATIC, 9 MM,
1371,"MOUTH (SPIT,BITE,ETC)",,
1372,FEET,,
1372,HANDS/FISTS,,
1372,"MOUTH (SPIT,BITE,ETC)",,
1373,HANDS/FISTS,,
1375,FEET,,
1375,HANDS/FISTS,,
1375,"MOUTH (SPIT,BITE,ETC)",,
1375,VERBAL THREAT (ASSAULT),,
1376,FEET,,
1376,HANDS/FISTS,,
1377,FEET,,
1377,HANDS/FISTS,,
1377,"MOUTH (SPIT,BITE,ETC)",,
1377,VERBAL THREAT (ASSAULT),,
1378,FEET,,
1378,VERBAL THREAT (ASSAULT),,
1381,HANDS/FISTS,,
1383,FEET,,
1383,HANDS/FISTS,,
1385,OTHER (SPECIFY),,VERBAL THREAT- HANDS FEET
1385,VERBAL THREAT (ASSAULT),,
1387,HANDS/FISTS,,
1388,FIREARM - SEMI-AUTOMATIC,44 CAL,
1389,FIREARM - SEMI-AUTOMATIC,44 CAL,
1393,HANDS/FISTS,,
1394,VERBAL THREAT (ASSAULT),,
1395,FEET,,
1395,HANDS/FISTS,,
1396,FEET,,
1398,FEET,,
1400,OTHER (SPECIFY),,SHOULDER
1401,OTHER (SPECIFY),,SHOULDER
1402,HANDS/FISTS,,
1403,BLUNT INSTRUMENT,,LARGE ROCK
1403,OTHER (SPECIFY),,BLUNT INSTRUMENT/LARGE ROCK
1404,OTHER (SPECIFY),,"BLUNT INSTRUMENT , FEINTED THROWING ROCK"
1404,OTHER (SPECIFY),,LARGE ROCK
1404,VERBAL THREAT (ASSAULT),,
1407,FEET,,
1410,HANDS/FISTS,,
1412,HANDS/FISTS,,
1413,FEET,,
1413,HANDS/FISTS,,
1413,VERBAL THREAT (ASSAULT),,
1414,HANDS/FISTS,,
1414,OTHER (SPECIFY),,LUNGED AT PO WITH BALLED FIST
1418,FEET,,
1418,HANDS/FISTS,,
1418,VERBAL THREAT (ASSAULT),,
1419,FEET,,
1419,HANDS/FISTS,,
1419,VERBAL THREAT (ASSAULT),,
1420,HANDS/FISTS,,
1420,VERBAL THREAT (ASSAULT),,
1422,FEET,,
1422,HANDS/FISTS,,
1424,FEET,,
1424,HANDS/FISTS,,
1425,HANDS/FISTS,,
1425,VERBAL THREAT (ASSAULT),,
1426,HANDS/FISTS,,
1426,OTHER (SPECIFY),,LOOSE HANDCUFF
1427,VERBAL THREAT (ASSAULT),,
1429,VERBAL THREAT (ASSAULT),,
1430,HANDS/FISTS,,
1432,FEET,,
1432,HANDS/FISTS,,
1435,VERBAL THREAT (ASSAULT),,
1436,HANDS/FISTS,,
1438,HANDS/FISTS,,
1439,HANDS/FISTS,,
1440,FEET,,
1440,HANDS/FISTS,,
1440,"MOUTH (SPIT,BITE,ETC)",,
1441,FEET,,
1441,HANDS/FISTS,,
1443,HANDS/FISTS,,
1444,FEET,,
1444,HANDS/FISTS,,
1445,FEET,,
1445,HANDS/FISTS,,
1446,HANDS/FISTS,,
1469,HANDS/FISTS,,
1470,HANDS/FISTS,,
1470,"MOUTH (SPIT,BITE,ETC)",,
1477,HANDS/FISTS,,
1477,OTHER (SPECIFY),,CLOSED DOOR TO ELUDE
1478,FEET,,
1478,HANDS/FISTS,,
1478,"MOUTH (SPIT,BITE,ETC)",,
1478,VERBAL THREAT (ASSAULT),,
1483,FEET,,
1483,HANDS/FISTS,,
1484,FEET,,
1484,HANDS/FISTS,,
1488,"MOUTH (SPIT,BITE,ETC)",,
1489,FEET,,
1489,HANDS/FISTS,,
1490,"MOUTH (SPIT,BITE,ETC)",,
1491,HANDS/FISTS,,
1491,VERBAL THREAT (ASSAULT),,
1494,VERBAL THREAT (ASSAULT),,
1497,HANDS/FISTS,,
1498,FEET,,
1498,HANDS/FISTS,,
1498,VERBAL THREAT (ASSAULT),,
1499,FEET,,
1499,"MOUTH (SPIT,BITE,ETC)",,
1509,OTHER (SPECIFY),,DOOR SLAMMED ON R/O
1515,FEET,,
1515,HANDS/FISTS,,
1515,VERBAL THREAT (ASSAULT),,
1517,HANDS/FISTS,,
1518,OTHER (SPECIFY),,FLYING SHARDS OF GLASS FROM BROKEN SQUAD CAR WINDOW
1528,KNIFE/OTHER CUTTING INSTRUMENT,,
1529,KNIFE/OTHER CUTTING INSTRUMENT,,
1530,KNIFE/OTHER CUTTING INSTRUMENT,,
1531,HANDS/FISTS,,
1531,VERBAL THREAT (ASSAULT),,
1532,BLUNT INSTRUMENT,,BASEBALL BAT
1534,HANDS/FISTS,,
1535,VERBAL THREAT (ASSAULT),,
1536,HANDS/FISTS,,
1536,VERBAL THREAT (ASSAULT),,
1537,HANDS/FISTS,,
1537,OTHER (SPECIFY),,ELBOW
1543,HANDS/FISTS,,
1545,HANDS/FISTS,,
1550,KNIFE/OTHER CUTTING INSTRUMENT,,
1552,VERBAL THREAT (ASSAULT),,
1557,HANDS/FISTS,,
1559,FEET,,
1561,FEET,,
1562,FEET,,
1562,VERBAL THREAT (ASSAULT),,
1563,VERBAL THREAT (ASSAULT),,
1565,VERBAL THREAT (ASSAULT),,
1566,VERBAL THREAT (ASSAULT),,
1567,FEET,,
1567,VERBAL THREAT (ASSAULT),,
1568,FEET,,
1568,VERBAL THREAT (ASSAULT),,
1573,FEET,,
1573,HANDS/FISTS,,
1573,OTHER (SPECIFY),,KNEE
1574,HANDS/FISTS,,
1575,FEET,,
1575,HANDS/FISTS,,
1586,HANDS/FISTS,,
1586,VERBAL THREAT (ASSAULT),,
1587,HANDS/FISTS,,
1587,VERBAL THREAT (ASSAULT),,
1591,HANDS/FISTS,,
1591,OTHER (SPECIFY),,BEER BOTTLE
1591,VERBAL THREAT (ASSAULT),,
1592,HANDS/FISTS,,
1592,OTHER (SPECIFY),,BEER BOTTLE
1592,OTHER (SPECIFY),,BOTTLE
1592,VERBAL THREAT (ASSAULT),,
1593,HANDS/FISTS,,
1593,VERBAL THREAT (ASSAULT),,
1594,OTHER (SPECIFY),,CHARGED AT OFFICER
1595,HANDS/FISTS,,
1595,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
1599,HANDS/FISTS,,
1600,HANDS/FISTS,,
1608,FEET,,
1608,HANDS/FISTS,,
1608,"MOUTH (SPIT,BITE,ETC)",,
1608,VERBAL THREAT (ASSAULT),,
1609,FEET,,
1610,FEET,,
1611,FEET,,
1611,HANDS/FISTS,,
1611,"MOUTH (SPIT,BITE,ETC)",,
1611,VERBAL THREAT (ASSAULT),,
1618,OTHER (SPECIFY),,OBSTRUCTING
1619,HANDS/FISTS,,
1627,FEET,,
1627,HANDS/FISTS,,
1638,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
1642,HANDS/FISTS,,
1642,VERBAL THREAT (ASSAULT),,
1643,FEET,,
1643,HANDS/FISTS,,
1643,VERBAL THREAT (ASSAULT),,
1646,FEET,,
1646,OTHER (SPECIFY),,HEADBUTT
1647,OTHER (SPECIFY),,POKED IN EYE
1648,FEET,,
1648,OTHER (SPECIFY),,HEADBUTT
1650,FEET,,
1650,HANDS/FISTS,,
1650,VERBAL THREAT (ASSAULT),,
1651,FEET,,
1651,HANDS/FISTS,,
1652,HANDS/FISTS,,
1653,FEET,,
1653,HANDS/FISTS,,
1653,VERBAL THREAT (ASSAULT),,
1656,HANDS/FISTS,,
1663,OTHER (SPECIFY),,STRUCK WITH DOOR
1665,HANDS/FISTS,,
1669,FEET,,
1669,HANDS/FISTS,,
1669,"MOUTH (SPIT,BITE,ETC)",,
1669,VERBAL THREAT (ASSAULT),,
1670,HANDS/FISTS,,
1671,OTHER (SPECIFY),UNKNOWN,FIREARM NOT RECOVERED
1672,FEET,,
1672,HANDS/FISTS,,
1672,"MOUTH (SPIT,BITE,ETC)",,
1672,VERBAL THREAT (ASSAULT),,
1678,HANDS/FISTS,,
1681,HANDS/FISTS,,
1681,VERBAL THREAT (ASSAULT),,
1683,FEET,,
1683,HANDS/FISTS,,
1683,OTHER (SPECIFY),,BEER MUG
1683,VERBAL THREAT (ASSAULT),,
1684,FEET,,
1684,HANDS/FISTS,,
1684,OTHER (SPECIFY),,BEER MUG
1684,VERBAL THREAT (ASSAULT),,
1685,FEET,,
1685,HANDS/FISTS,,
1685,OTHER (SPECIFY),,BEER MUG
1685,OTHER (SPECIFY),,STRUCK WITH BEER MUG
1685,VERBAL THREAT (ASSAULT),,
1687,FEET,,
1687,HANDS/FISTS,,
1687,OTHER (SPECIFY),,BEER MUG
1687,VERBAL THREAT (ASSAULT),,
1691,FEET,,
1691,HANDS/FISTS,,
1693,OTHER (SPECIFY),,ELBOW STRIKE
1694,OTHER (SPECIFY),,STRUCK R/O WITH SHOE
1701,HANDS/FISTS,,
1701,OTHER (SPECIFY),,PEPPER SPRAY
1701,VERBAL THREAT (ASSAULT),,
1702,OTHER (SPECIFY),,HEAD STRIKE
1705,BLUNT INSTRUMENT,,
1705,HANDS/FISTS,,
1705,VERBAL THREAT (ASSAULT),,
1707,HANDS/FISTS,,
1708,FEET,,
1708,HANDS/FISTS,,
1708,VERBAL THREAT (ASSAULT),,
1713,HANDS/FISTS,,
1714,FIREARM - SEMI-AUTOMATIC, 9 MM,
1715,FIREARM - REVOLVER, 38 CAL,
1717,FIREARM - REVOLVER, 38 CAL,
1718,FEET,,
1718,HANDS/FISTS,,
1719,HANDS/FISTS,,
1719,VERBAL THREAT (ASSAULT),,
1720,HANDS/FISTS,,
1720,VERBAL THREAT (ASSAULT),,
1721,FEET,,
1721,HANDS/FISTS,,
1724,FEET,,
1724,HANDS/FISTS,,
1732,VERBAL THREAT (ASSAULT),,
1734,VERBAL THREAT (ASSAULT),,
1736,HANDS/FISTS,,
1736,OTHER (SPECIFY),,KNEE
1736,VERBAL THREAT (ASSAULT),,
1738,HANDS/FISTS,,
1744,HANDS/FISTS,,
1747,HANDS/FISTS,,
1752,FIREARM - REVOLVER, 38 CAL,
1753,HANDS/FISTS,,
1756,HANDS/FISTS,,
1756,OTHER (SPECIFY),,ELBOW
1757,HANDS/FISTS,,
1759,KNIFE/OTHER CUTTING INSTRUMENT,,
1760,FEET,,
1760,HANDS/FISTS,,
1761,HANDS/FISTS,,
1762,HANDS/FISTS,,
1762,"MOUTH (SPIT,BITE,ETC)",,
1766,"MOUTH (SPIT,BITE,ETC)",,
1766,VERBAL THREAT (ASSAULT),,
1767,"MOUTH (SPIT,BITE,ETC)",,
1771,VERBAL THREAT (ASSAULT),,
1772,VERBAL THREAT (ASSAULT),,
1773,VERBAL THREAT (ASSAULT),,
1775,HANDS/FISTS,,
1778,FEET,,
1778,HANDS/FISTS,,
1778,VERBAL THREAT (ASSAULT),,
1779,HANDS/FISTS,,
1779,OTHER (SPECIFY),,"CHOKEHOLD ON P.O,"
1780,HANDS/FISTS,,
1782,HANDS/FISTS,,
1783,HANDS/FISTS,,
1789,FEET,,
1799,FIREARM - SEMI-AUTOMATIC,380 ACP,
1806,OTHER (SPECIFY),,UNKNOWN MAKE/MODEL CALIBER HANDGUN
1807,HANDS/FISTS,,
1808,KNIFE/OTHER CUTTING INSTRUMENT,,
1809,HANDS/FISTS,,
1809,KNIFE/OTHER CUTTING INSTRUMENT,,
1810,HANDS/FISTS,,
1811,HANDS/FISTS,,
1812,HANDS/FISTS,,
1820,HANDS/FISTS,,
1821,HANDS/FISTS,,
1823,HANDS/FISTS,,
1824,VERBAL THREAT (ASSAULT),,
1825,HANDS/FISTS,,
1825,VERBAL THREAT (ASSAULT),,
1826,FIREARM - SEMI-AUTOMATIC,380 ACP,
1826,OTHER (SPECIFY),,"SHOVED, PUSHED"
1828,FIREARM - SEMI-AUTOMATIC,380 ACP,
1828,OTHER (SPECIFY),,"SHOVED, PUSHED"
1829,FEET,,
1829,HANDS/FISTS,,
1829,VERBAL THREAT (ASSAULT),,
1830,FEET,,
1831,FEET,,
1831,HANDS/FISTS,,
1831,VERBAL THREAT (ASSAULT),,
1837,"MOUTH (SPIT,BITE,ETC)",,
1844,HANDS/FISTS,,
1844,VERBAL THREAT (ASSAULT),,
1845,FEET,,
1845,HANDS/FISTS,,
1845,VERBAL THREAT (ASSAULT),,
1847,FEET,,
1847,HANDS/FISTS,,
1847,"MOUTH (SPIT,BITE,ETC)",,
1847,VERBAL THREAT (ASSAULT),,
1849,FEET,,
1849,HANDS/FISTS,,
1849,"MOUTH (SPIT,BITE,ETC)",,
1850,FEET,,
1850,HANDS/FISTS,,
1850,"MOUTH (SPIT,BITE,ETC)",,
1852,HANDS/FISTS,,
1852,VERBAL THREAT (ASSAULT),,
1853,HANDS/FISTS,,
1853,VERBAL THREAT (ASSAULT),,
1859,HANDS/FISTS,,
1860,HANDS/FISTS,,
1861,FIREARM - SEMI-AUTOMATIC,380 ACP,
1862,HANDS/FISTS,,
1863,HANDS/FISTS,,
1864,HANDS/FISTS,,
1868,HANDS/FISTS,,
1868,VERBAL THREAT (ASSAULT),,
1873,"MOUTH (SPIT,BITE,ETC)",,
1873,VERBAL THREAT (ASSAULT),,
1874,FEET,,
1874,"MOUTH (SPIT,BITE,ETC)",,
1875,OTHER (SPECIFY),,SCRATCHED 
1878,HANDS/FISTS,,
1878,VERBAL THREAT (ASSAULT),,
1879,HANDS/FISTS,,
1880,HANDS/FISTS,,
1881,FEET,,
1881,HANDS/FISTS,,
1883,HANDS/FISTS,,
1883,VERBAL THREAT (ASSAULT),,
1885,HANDS/FISTS,,
1886,FIREARM - REVOLVER, 38 CAL,
1887,FIREARM - REVOLVER, 38 CAL,
1888,FIREARM - REVOLVER, 38 CAL,
1889,FIREARM - SEMI-AUTOMATIC,380 ACP,
1889,OTHER (SPECIFY),,MAN WITH A GUN
1890,FIREARM - SEMI-AUTOMATIC,380 ACP,
1890,OTHER (SPECIFY),,MAN WITH A GUN
1901,HANDS/FISTS,,
1907,"MOUTH (SPIT,BITE,ETC)",,
1909,HANDS/FISTS,,
1910,HANDS/FISTS,,
1910,VERBAL THREAT (ASSAULT),,
1916,FEET,,
1916,HANDS/FISTS,,
1916,VERBAL THREAT (ASSAULT),,
1917,FEET,,
1917,HANDS/FISTS,,
1917,VERBAL THREAT (ASSAULT),,
1930,FEET,,
1930,HANDS/FISTS,,
1935,KNIFE/OTHER CUTTING INSTRUMENT,,
1938,FEET,,
1938,HANDS/FISTS,,
1939,FEET,,
1939,HANDS/FISTS,,
1940,FEET,,
1940,HANDS/FISTS,,
1941,HANDS/FISTS,,
1946,OTHER (SPECIFY),,ELBOW/KNEE
1947,HANDS/FISTS,,
1948,FEET,,
1948,HANDS/FISTS,,
1948,OTHER (SPECIFY),,STATED I'LL KILL YOU
1948,VERBAL THREAT (ASSAULT),,
1952,HANDS/FISTS,,
1953,HANDS/FISTS,,
1958,HANDS/FISTS,,
1958,VERBAL THREAT (ASSAULT),,
1961,OTHER (SPECIFY),OTHER,BB GUN
1966,OTHER (SPECIFY),,SPITTING
1968,HANDS/FISTS,,
1969,"MOUTH (SPIT,BITE,ETC)",,
1969,VERBAL THREAT (ASSAULT),,
1974,FEET,,
1974,HANDS/FISTS,,
1974,"MOUTH (SPIT,BITE,ETC)",,
1976,FEET,,
1976,HANDS/FISTS,,
1976,"MOUTH (SPIT,BITE,ETC)",,
1978,OTHER (SPECIFY),,SCREWDRIVER
1979,HANDS/FISTS,,
1980,HANDS/FISTS,,
1980,VERBAL THREAT (ASSAULT),,
1982,FEET,,
1982,HANDS/FISTS,,
1983,FEET,,
1983,HANDS/FISTS,,
1984,FEET,,
1984,HANDS/FISTS,,
1987,VERBAL THREAT (ASSAULT),,
1988,VERBAL THREAT (ASSAULT),,
1991,FEET,,
1999,KNIFE/OTHER CUTTING INSTRUMENT,,
2002,FEET,,
2002,HANDS/FISTS,,
2003,HANDS/FISTS,,
2004,FEET,,
2004,HANDS/FISTS,,
2004,OTHER (SPECIFY),OTHER,AIR PISTOL
2004,VERBAL THREAT (ASSAULT),,
2006,FEET,,
2006,HANDS/FISTS,,
2008,FEET,,
2008,HANDS/FISTS,,
2011,HANDS/FISTS,,
2013,HANDS/FISTS,,
2017,FIREARM - SEMI-AUTOMATIC, 9 MM,
2018,FIREARM - SEMI-AUTOMATIC, 9 MM,
2019,FIREARM - SEMI-AUTOMATIC, 9 MM,
2020,FIREARM - SEMI-AUTOMATIC, 9 MM,
2021,FIREARM - SEMI-AUTOMATIC, 9 MM,
2023,OTHER (SPECIFY),,ELBOW
2026,HANDS/FISTS,,
2027,OTHER (SPECIFY),,SWINGING HAND CUFFS
2028,HANDS/FISTS,,
2029,HANDS/FISTS,,
2030,HANDS/FISTS,,
2031,OTHER (SPECIFY),,BICYCLE WAS THROWN AT PO CALVO
2031,OTHER (SPECIFY),,OFFENDER THREW BIKE AT PO CALVO
2032,"MOUTH (SPIT,BITE,ETC)",,
2035,FEET,,
2035,HANDS/FISTS,,
2043,OTHER (SPECIFY),,KICK
2049,OTHER (SPECIFY),,ELBOW
2051,HANDS/FISTS,,
2057,HANDS/FISTS,,
2060,HANDS/FISTS,,
2061,HANDS/FISTS,,
2062,HANDS/FISTS,,
2064,OTHER (SPECIFY),,DOG
2065,OTHER (SPECIFY),,ATTACK BY DOG
2065,OTHER (SPECIFY),,DOG
2067,OTHER (SPECIFY),,ATTACK BY DOG
2067,OTHER (SPECIFY),,DOG
2068,HANDS/FISTS,,
2079,HANDS/FISTS,,
2082,"MOUTH (SPIT,BITE,ETC)",,
2083,KNIFE/OTHER CUTTING INSTRUMENT,,
2085,KNIFE/OTHER CUTTING INSTRUMENT,,
2087,OTHER (SPECIFY),,FIREARM/UNKNOWN
2088,OTHER (SPECIFY),,HANDGUN/UNKNOWN
2090,VERBAL THREAT (ASSAULT),,
2091,VERBAL THREAT (ASSAULT),,
2092,OTHER (SPECIFY),,DOOR
2095,HANDS/FISTS,,
2096,"MOUTH (SPIT,BITE,ETC)",,
2097,FIREARM - SEMI-AUTOMATIC, 9 MM,
2097,HANDS/FISTS,,
2098,HANDS/FISTS,,
2100,FEET,,
2100,HANDS/FISTS,,
2102,KNIFE/OTHER CUTTING INSTRUMENT,,
2103,OTHER (SPECIFY),,ELBOW
2104,OTHER (SPECIFY),,APPROACHED IN MENACING MANNER WITH ARMS EXTENDED FOR ATTACK
2108,HANDS/FISTS,,
2112,FEET,,
2112,HANDS/FISTS,,
2117,FEET,,
2117,HANDS/FISTS,,
2119,HANDS/FISTS,,
2126,KNIFE/OTHER CUTTING INSTRUMENT,,
2126,OTHER (SPECIFY),,MENACED W/ KNIFE
2127,KNIFE/OTHER CUTTING INSTRUMENT,,
2131,HANDS/FISTS,,
2132,FEET,,
2132,HANDS/FISTS,,
2135,VERBAL THREAT (ASSAULT),,
2136,FEET,,
2136,HANDS/FISTS,,
2137,VERBAL THREAT (ASSAULT),,
2139,HANDS/FISTS,,
2142,FEET,,
2142,HANDS/FISTS,,
2143,FEET,,
2143,HANDS/FISTS,,
2144,FIREARM - SEMI-AUTOMATIC,25 ACP,
2144,OTHER (SPECIFY),,POINTED WEAPON AT P.O.
2146,FEET,,
2146,HANDS/FISTS,,
2146,"MOUTH (SPIT,BITE,ETC)",,
2147,HANDS/FISTS,,
2147,"MOUTH (SPIT,BITE,ETC)",,
2148,FEET,,
2148,HANDS/FISTS,,
2148,"MOUTH (SPIT,BITE,ETC)",,
2149,FEET,,
2149,HANDS/FISTS,,
2149,"MOUTH (SPIT,BITE,ETC)",,
2154,FEET,,
2155,"MOUTH (SPIT,BITE,ETC)",,
2156,BLUNT INSTRUMENT,,GLASS BOTTLE
2156,OTHER (SPECIFY),,GLASS BOTTLE
2157,BLUNT INSTRUMENT,,GLASS BOTTLE
2166,"MOUTH (SPIT,BITE,ETC)",,
2166,OTHER (SPECIFY),,ATTEMPT BITE/KICK
2167,KNIFE/OTHER CUTTING INSTRUMENT,,
2172,OTHER (SPECIFY),,LARGE DOG
2172,OTHER (SPECIFY),,USED LARGE DOG AS WEAPON
2182,FIREARM - SHOTGUN,12 GA,
2184,FIREARM - SHOTGUN,12 GA,
2186,HANDS/FISTS,,
2187,"MOUTH (SPIT,BITE,ETC)",,
2187,VERBAL THREAT (ASSAULT),,
2188,VERBAL THREAT (ASSAULT),,
2190,HANDS/FISTS,,
2190,VERBAL THREAT (ASSAULT),,
2192,VERBAL THREAT (ASSAULT),,
2193,HANDS/FISTS,,
2196,HANDS/FISTS,,
2201,HANDS/FISTS,,
2202,FEET,,
2202,HANDS/FISTS,,
2203,VERBAL THREAT (ASSAULT),,
2209,HANDS/FISTS,,
2210,HANDS/FISTS,,
2211,HANDS/FISTS,,
2211,VERBAL THREAT (ASSAULT),,
2212,HANDS/FISTS,,
2212,VERBAL THREAT (ASSAULT),,
2213,FEET,,
2213,VERBAL THREAT (ASSAULT),,
2215,HANDS/FISTS,,
2217,OTHER (SPECIFY),,PUSHED OFFICER
2218,FEET,,
2218,HANDS/FISTS,,
2218,"MOUTH (SPIT,BITE,ETC)",,
2226,HANDS/FISTS,,
2228,FEET,,
2228,HANDS/FISTS,,
2230,FEET,,
2230,HANDS/FISTS,,
2231,HANDS/FISTS,,
2231,VERBAL THREAT (ASSAULT),,
2234,HANDS/FISTS,,
2234,"MOUTH (SPIT,BITE,ETC)",,
2237,HANDS/FISTS,,
2237,KNIFE/OTHER CUTTING INSTRUMENT,,
2237,VERBAL THREAT (ASSAULT),,
2238,FEET,,
2238,HANDS/FISTS,,
2238,KNIFE/OTHER CUTTING INSTRUMENT,,
2241,VERBAL THREAT (ASSAULT),,
2244,HANDS/FISTS,,
2248,HANDS/FISTS,,
2249,FEET,,
2249,HANDS/FISTS,,
2249,VERBAL THREAT (ASSAULT),,
2259,HANDS/FISTS,,
2266,OTHER (SPECIFY),,OFFICER DRAGGED BY VEHICLE
2269,OTHER (SPECIFY),,DOOR
2269,OTHER (SPECIFY),,DOOR SLAMMED ON FOOT
2272,HANDS/FISTS,,
2277,FIREARM - SEMI-AUTOMATIC,45 CAL,
2279,HANDS/FISTS,,
2282,HANDS/FISTS,,
2283,HANDS/FISTS,,
2285,OTHER (SPECIFY),,STRUCK MEMBER WITH SCREEN
2286,VERBAL THREAT (ASSAULT),,
2288,OTHER (SPECIFY),,HEAD BUTT
2293,FEET,,
2293,HANDS/FISTS,,
2306,FEET,,
2306,HANDS/FISTS,,
2306,"MOUTH (SPIT,BITE,ETC)",,
2306,VERBAL THREAT (ASSAULT),,
2307,FEET,,
2307,HANDS/FISTS,,
2307,"MOUTH (SPIT,BITE,ETC)",,
2307,VERBAL THREAT (ASSAULT),,
2308,FEET,,
2311,FEET,,
2311,HANDS/FISTS,,
2311,VERBAL THREAT (ASSAULT),,
2313,FEET,,
2313,OTHER (SPECIFY),,KICKING
2315,"MOUTH (SPIT,BITE,ETC)",,
2319,HANDS/FISTS,,
2323,HANDS/FISTS,,
2324,FEET,,
2324,HANDS/FISTS,,
2326,HANDS/FISTS,,
2327,HANDS/FISTS,,
2328,HANDS/FISTS,,
2329,FEET,,
2331,FEET,,
2333,HANDS/FISTS,,
2334,HANDS/FISTS,,
2337,FEET,,
2337,HANDS/FISTS,,
2338,FEET,,
2338,HANDS/FISTS,,
2338,VERBAL THREAT (ASSAULT),,
2341,FEET,,
2341,HANDS/FISTS,,
2341,VERBAL THREAT (ASSAULT),,
2346,OTHER (SPECIFY),,ATTEMPT TO STIKE OFFICER WITH BELT
2346,OTHER (SPECIFY),,BELT
2348,HANDS/FISTS,,
2349,HANDS/FISTS,,
2351,FEET,,
2351,HANDS/FISTS,,
2351,VERBAL THREAT (ASSAULT),,
2355,FEET,,
2355,VERBAL THREAT (ASSAULT),,
2357,OTHER (SPECIFY),,CAR DOOR
2361,HANDS/FISTS,,
2362,HANDS/FISTS,,
2370,FIREARM - SEMI-AUTOMATIC,40 S&W,
2371,FIREARM - SEMI-AUTOMATIC,40 S&W,
2371,HANDS/FISTS,,
2372,FIREARM - SEMI-AUTOMATIC,40 S&W,
2373,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
2375,OTHER (SPECIFY),,ATTEMPTED TO FREE PRISONER
2375,VERBAL THREAT (ASSAULT),,
2381,VERBAL THREAT (ASSAULT),,
2383,HANDS/FISTS,,
2383,OTHER (SPECIFY),,CHARGED AT P/O
2397,FEET,,
2399,HANDS/FISTS,,
2401,FIREARM - SEMI-AUTOMATIC, 9 MM,
2401,HANDS/FISTS,,
2402,FEET,,
2402,HANDS/FISTS,,
2402,"MOUTH (SPIT,BITE,ETC)",,
2404,FIREARM - REVOLVER,357 MAG,
2404,OTHER (SPECIFY),,HANDGUN SEEN
2404,VERBAL THREAT (ASSAULT),,
2406,FIREARM - REVOLVER, 38 CAL,
2407,FEET,,
2407,FIREARM - SEMI-AUTOMATIC, 9 MM,
2407,HANDS/FISTS,,
2407,VERBAL THREAT (ASSAULT),,
2408,FEET,,
2408,FIREARM - SEMI-AUTOMATIC, 9 MM,LASER SIGHTED
2408,HANDS/FISTS,,
2409,FIREARM - REVOLVER,357 MAG,
2409,OTHER (SPECIFY),,HANDGUN SEEN
2409,VERBAL THREAT (ASSAULT),,
2410,FEET,,
2410,FIREARM - SEMI-AUTOMATIC, 9 MM,
2410,HANDS/FISTS,,
2411,FEET,,
2411,HANDS/FISTS,,
2412,FEET,,
2412,HANDS/FISTS,,
2413,FEET,,
2413,HANDS/FISTS,,
2417,HANDS/FISTS,,
2417,KNIFE/OTHER CUTTING INSTRUMENT,,
2417,"MOUTH (SPIT,BITE,ETC)",,
2419,KNIFE/OTHER CUTTING INSTRUMENT,,
2419,"MOUTH (SPIT,BITE,ETC)",,
2422,HANDS/FISTS,,
2422,VERBAL THREAT (ASSAULT),,
2423,"MOUTH (SPIT,BITE,ETC)",,
2427,VERBAL THREAT (ASSAULT),,
2430,HANDS/FISTS,,
2431,FEET,,
2431,HANDS/FISTS,,
2433,HANDS/FISTS,,
2433,"MOUTH (SPIT,BITE,ETC)",,
2433,VERBAL THREAT (ASSAULT),,
2442,HANDS/FISTS,,
2444,HANDS/FISTS,,
2445,FEET,,
2449,HANDS/FISTS,,
2450,HANDS/FISTS,,
2451,HANDS/FISTS,,
2452,FEET,,
2452,FIREARM - SEMI-AUTOMATIC, 9 MM,
2452,HANDS/FISTS,,
2452,VERBAL THREAT (ASSAULT),,
2455,OTHER (SPECIFY),,FIGHTING STANCE
2458,HANDS/FISTS,,
2460,FEET,,
2460,HANDS/FISTS,,
